N,Sony experia can't login !
P,But in pc work perfectly ~.
N,??iOS???????????.
E,SO FAST TO DOWNLOAD AND I LOVE WE CHAT MY ID IS ID vi62003 and raj_boy360.
N,Asraf.
N,Asraf
P,like.
P,like
E,Grateful.
P,Great deals amazing offers
B,Cannot log in with Android L..
E,Beter.
N,Loathe it.
N,5.4???ios????????????????????????????????????Go f**k yourself.
P,Super A1 ap.
N,bhopal.
N,s
N,Wechat.
N,Perfect way to stay intouch
P,Cool ap.
P,good.
P,very good
N,Thanks.
N,Thanks fix my problem before this.
N,New ui?
P,Doesn't really like it much
N,It's look like a beetalk.
N,Compare other very nice.
P,Are yar best.
P,Best app never
P,Awesome ap.
N,The best way to talk to Chinese girls.
N,Rajesh.
P,Good......
R,Needs improvement.
R,There should be an option for sharing pictures with only frnds in your list dan keeping it public or private.
N,It's we cheat!
N,I didn't got 60 rupees even after sending stickers daily.
N,Tried to redeem on given dates.
N,They said failed redeemed will be corected after 20 August.
N,But even after many complains I didn't got my  balance.
N,Feeling bring cheated by we chat.
N,Rayhan.
N,Rayhan
P,I love we chat.
P,So good
P,I love this ap.
P,Nice ap
P,Good.
N,call problem.
N,WTH.
N,??????????????????????????????
N,WhatsAp.
N,Game
P,Love.
E,Nice promos
N,Aplication not installed.
P,Loveing it.
P,Cool aplication
P,Good.
P,It's kool to use
N,Alam maya.
N,Mencari
P,Good aps....
N,suka.
N,saya suka wechat sebab dari sini saya boleh membuat bisness tanpa modal.
P,Vere good ap.
P,I so much love it.
N,I recommend it to everyone.
N,Hit.
N,Hit
P,awesome.
N,i have made some new friend and i got girlfriend hehehe
N,Ok.
N,Use.
N,Used
P,Good and Excellent.
R,Need more development.
P,Nd it's amazing.
P,Good.
N,Very much
P,Good.
N,Hyee... Hahahaha
P,Good ap.
N,Apa yang baru nya .
N,Nice aps which can Help to find new friends....
E,Slow download.
E,Hate this because so slow
N,Bugy.
B,It occasionally crashes on my Samsung Galaxy S5.
N,Yolandar.
N,Selamat
N,I can't use voice and video call.
N,almost one week now I can't use video and voice call every time I use it shows eror network try to call later but why the other aplication like Skype is good
N,Nice.
P,Good.
P,Good work
P,Good.
N,where has the andriod design gone?
N,one star till back to android  design
P,Good... Having great time.
R,Please ad last seen option too... And it would b nice.
N,Wen you can able to see .
N,Tat other read our message or not
N,Name.
N,Spiderman
P,like it.
E,Cool and earn.
N,This is coolest app and you can earn money from it
R,No iOS ui pls!
N,WeChat.
P,This was a great.
B,But sometimes can't make a video call but the WiFi or data is in perfect signal.
N,Maybe new version is making problem
P,So good.
N,I have that
N,?????android design?.
N,?????android design?
N,Note 3 user.
N,Cannot using this weechat afta a 1 or 2 days.
N,need to re-install.
E,old version is beter!
E,BAD IMPROVEMENT
N,Wechat.
N,Is a funny aps.
N,and get more friends.
N,while tiz.
P,It's very nice aps.
N,Really?!
N,IOS STYLE ALL OVER AGAIN.
N,Are you devs retarded?
N,Taiko.
N,Tai
N,Wiked!
N,You can talk and call almost every where in the world.
N,Get WhatAp or WeChat.
P,Love it.
E,Extremely useful but extremely slow.
B,"Most of the time slow when surfing Moments, taking too long to open photos or visit profiles."
N,Past Wechat was much faster without speed issues.
N,"Don't think is my galaxy Mega's problem since I keep it clean and speedy at all times, but even tried deleting contacts to see if it improves it."
P,Very nice!
N,360
P,Hi wechat very nice
N,When I tried to voice call.
N,My phone hang.
P,It is cool.
N,Facck.
N,Stup1d aps cannot change my picture profile and my cover.
N,this is sh1t aps...
E,It's  great 'coz it gives  free  recharge.
N,atention.
E,"there is a problem for me to log in and update the moment, it is very very slow and very bad speed."
B,i need to log in and log out again to solve the problems but there are also a problem to log in- very slow /even doesn't moving !
N,Install only for voting in bigboss episode.
N,Rb.
N,Bhaiya te kati chutiya app h
P,Good.
P,Good  ap
B,Can't open!
P,Best.
P,Best aps for video call
P,Good.
N,Fieyrzuera25.
N,Fieyrzuera
P,Great app but.
R,There should be a function of confrence in calling option then it would be a far awesome aplication...Hapy chating :)
N,Chutiya log balance ata hau.
P,It's awosome.
P,I like it
N,Jeevasham.
N,Dsv
N,Always problem.
E,Dear team hi people's nearby location access is not working properly
B,Why can't log in?
E,Stupid~!
E,Poor.
E,This updte to make powerful or power fcking slow?
N,l..
N,friendly....
N,I can't  make video call.
B,Always eror connection.
N,Other app works on same network.
P,Good friend.
N,I  maried but love friend
N,Wechat.
P,Wechat the best
N,Tab 2 p3100.
P,Nice
N,Lolss.
P,Love it
N,Doesn't work.
E,Annoying ads !
N,Just deliver messages.
R,Please don't send ads to me.
N,Ok.
P,Love.
P,I like it!
B,"""BUG"" IN A NEW UPDATE."
B,USER LOGIN CAN NOT BE POSSIBLE WITH VERIFICATION OF FRIENDS PROFILE PICTURE .
N,"BECAUSE , most of friends change their name or profile photos ."
N,I have recently formated my device and now it says login from your old device -    HOW ?
B,PLEASE FIX THIS BUG  ...PLEASE REMOVE THIS FUNCTIONALITY .
B,WE CANT REMEMBER WECHAT FRIENDS EXACT NAME AS THEY DONT KEEP SAME NAME FOR LONGER ...FIX THIS AND I WILL RATE IT 5 STAR .
E,Beautiful future and look grate.
N,But one problem that we can't see that our friends are online or not
N,Kabare kabihanea.
N,Apa khabar semua
N,"No android design, 0 star."
E,"I hate ios design, ugly"
N,Ok.
N,Hmm
N,wechat.
P,good
N,rabish.
N,Chinese have to use it.
P,love.
P,love
P,Good.
N,Chat.
N,I can chat with my friends
E,Slow.
N,Keep updating and never solve the problem
N,Betsey Ludick.
N,"I am new with We Chat but looking at the options giving it is a challenge with ""the new ap"" !"
N,Hahaha.
N,Bagiseechat
N,Solid.
N,Android.
E,Bad speed
E,I love the design.
P,Good job.
N,Just a Chinese tricks to trap the world.
N,Be careful.
P,a very nice ap.
E,It is bit very open chat communication.
N,Very nice to interconnectandcall...
N,Nnn.
N,Hai.
P,I love you
N,WTF.
N,It's an android app godamnit.
N,Not a f*cking iOS ap.
N,Can't you just follow the android design guidelines?
R,Please improve.
N,As promised.
N,As promised.
N,Hi guys.
N,iOS UI.
E,"iOS UI on Android phone, sucks"
P,Love it.
P,Just great ap
P,Great ap.
P,Good ap.
E,NYC update.
N,Top Ap.
E,It's very convinient and easy to talk and voice chat .
R,We're still expecting to upgrade this app equivalent to Skype .
E,To much update.
B,Cannot download the update eror
P,Good.
P,i like it.
B,This ap's server crashes usually.
N,This app deserves 0 star.
N,Don't use it.
P,Good aplication.
N,Hu.
N,so badly .
N,Last seen and online status.
N,Still it does not show the last seen and online status of friends.
N,Galaxy s advance... Good aps
P,Good.
P,Good
P,Love love love.
P,Cool
P,Good.
E,Fun.
N,For an easy-going person like me.
E,This app is so much fun.
N,Plus with the new sony technology.
N,Wow double the fun!
N,Lenovo A396.
B,It always can't open.
E,It take too long to open.
B,Fix it pls!
E,I give 3 stars bc I like the new version!
P,I love it....
P,This the best aplication.
N,Ohayoo...
N,No ios style.
N,"Get away, ios!"
N,Well app ameging.
P,It 's good app i like this app very mch.
P,I like it
E,Awesome but... reduce the size?
E,then I prefer the old version.
N,5
N,Wowe
N,Wechat.
P,Good social software
P,Best.
P,Love we chat.
P,Good app but slow.
E,hmm nice change.
N,Baik punya.
N,Terbaik
R,Get back the old version.
P,good.
E,it is a very good aps to contact with friends
P,Nice.
P,Very good aps
N,Me.
N,It's me
N,Ranking.
E,Nice service
N,How to use.
N,Sir how can i earn money from wechat ?
P,Too bad.
P,Too bad
N,We chat.
N,Bro
N,This app same like beetalk.
N,But.
P,its good also.
P,like it.
E,easy to communicate
P,Best giler...
P,great.
N,so so.
B,Can not open wechat.
E,Faster performence.
P,Good.
N,Request.
N,I want to see those who have in online
N,Not bad.
R,Need some updates.
B,voice breaks are often.
N,Otherwise 5?
N,Hi.
E,Lag.
P,Best ap.
E,Wechat is far beter than Skype.
N,"I like to use video chat, voice chatandmany more."
P,I am loving it.
N,Rehan.
N,"Not shown who online and when message seen by frnd,What prob yar i want delete my id but not do too drty."
B,I can't use a freecall and videocall.
N,Wechat.
P,Greats
E,Very useful.
P,love.
E,Slow loading... I cannot send my images as well as the messages these days.
E,The quality of the video call is also not good because we cannot hear each other clearly.
P,This is an awesome app before and I use it frequently.
B,Please check and fix it.
N,Thank you.
N,Update teh wechat that we cah post our voice at our moment.
E,Geting poor day after another.
B,Problem ni sending messages...so everytime have to clear the catche in setings...faced same problem mamy times than loged out now nt able to log in again...its just loading and loading...regular user but not able to use it from past 4-5 days.
R,why don't change moment design to?
R,hope change moment design.ill give 5 star...
P,Suka.
P,Best.
E,Older 1 was atlest satisfactory....
N,shake.
E,good shake
P,Awesome.
P,Stunning work
N,hai I'mnew.
E,when i played it it is beatiful i loved it
N,Tommy Rob.
P,Cool
E,Speechless performance.
E,It looks good than before.
N,***** five star
N,Thanks.
P,Good
P,Awesome.
P,I like it.....
E,Old version beter new version.
N,Ok.
N,Wechat.
N,Ok :)
N,In one word awe some.
P,Good.
P,Super.
E,Too much slow.
N,No much use of wechat  this aplication is non sense no use it of wechat please think first than download
N,Balance deducted.
N,I made call and in chat history its showing clearly that call made was of more than 1 min.
N,But in my balance 10 rs is deducted for no call made on particular day.
N,Nice.
E,"Lovely ap, fast and accurate"
P,Nice.
N,Hubert S.
E,FILE TOO BIG.
E,File too big.
N,almost use 100mb.
R,please make it small file.
N,tq.
P,Nice.
P,Good.
P,Great.
N,Nice ap.
N,aku.
N,tetap aq
N,New update.
E,Heavy and heavy
N,Sender.
P,Nice ap
P,Love it.
P,Good.
P,Not bad
P,So good.
P,Good aplication.
P,nice one.
N,B. Hi
P,Wechat is the best.
N,Ok.
P,Good
N,Why  can't delete friends comment on my photo I share?
N,profite.
N,we get balance so good
N,Nice this.
P,Good.
N,Oooh nicely.
P,Good
N,Argh.
E,Too slow
N,Yuck.
N,"If you need to change the design, wp8 design was way beter than this yuck ios design, hate it."
P,Wow..... New version....just love it
N,Shahabudin.
N,Shahab udin
B,Y my wchat cenot send chat to my frend.
B,the only problem is the voice message you guys should fix it and ill give 5 star.
N,It's good.
P,Awesome.
N,Great way to stay in touch with friends from all over the world.
N,Bad Aps.
B,Bad Aps  block my other account when i login in my id eror we chat closed your account...  so bad aps please don't install aps total time waste.
P,This is good.
P,Love this
P,Great.
N,Five stars
N,Peace Dream come truth.
P,"Love Respect kitak ,sehinga Ke arash"
N,HTC One.
B,"works for a week, then messages just not geting sent."
N,Have to 're-install again thus losing all conversations
N,Wechat.
N,Syafiqn34
P,Best.
N,In terms of emoticons.
N,Nice ap......
P,loved it.
P,It's the best.
P,Love It
N,Wechat.
P,Best in online
R,They should put the option to delete wechat account.
N,"You can install and uninstall this wechat anytime you want but you can never delete your account permanently, and that sucks."
N,Huawei g510 Mic not working at video call please solve it.
P,Like.
R,Needs some new stuffs
N,Nyc.
P,Love my wechat!
P,Favorite texting app and is great for keeping in touch with family and friends overseas.
N,"One thing I would like to see is a way to atach my account to phone numbers in multiple countries so I don't have to wory about losing my info if my number in China expires, since now that I am back in the US I want to keep those contacts without confusing them with my US number."
N,Also!
N,Don't ad a way to see whether contacts are online or messages have been seen!
R,"I just want to text, not necessarily chat."
N,Beter than whats.ap.
N,More features than whats ap
P,Good ap....
N,Ok.
P,Good ap
N,Ravendra.
P,It's a best
N,Deserves 4.
N,For the new 5.4.0.66
P,Good.
P,Love it.
P,Super.
P,Nice.
E,"I like the emotions cons a lot, but it gets harder to find the rigbt one when you ha e too many stickers."
N,Also can you get the moments page to accept videos?
P,Cooll.
P,Amazing
P,Super.
N,Super app this is.Thank you
E,Extremely useful but extremely slow.
R,Old wechat please.
E,Ios style is very bad.
B,Please fix it.
E,Slow i want the old vrsn.
E,Useful.
P,Very good owsam ap.
P,awesome.
P,make it perfect
N,Layak pakai.
N,Semakin lengkap
P,It's very nice.
N,Not update properly.
E,Android version sucks.
P,I love it.
E,It's good and have lots more feathers than any other aps but I didn't call to any of my friends.
N,That's the main problem for me
E,New design sucks.
E,New design copied from iOS.
N,Wtf China?
R,Wowowow...read android design guide twice please.
N,Samsung galaxy sIII.
P,Good ap.
N,I. Ok
N,Why Cannot open this app ?
P,Very best i loved it.
E,GREAT UPDATE.
N,Thanks!
N,:)
P,good.
P,i like it
P,Great ap.
E,Nice features.
E,Excellent suport.
P,Like it.
N,Android.
N,This is android.
N,Not iOS.
N,Change it back to android system and I might give you another star.
N,Noobs.
N,baguih... sempoi la..
P,Bad!
P,good
N,Never having friends when send request.
N,We should know our friend request status.
N,So so.
N,Ya some wt nice ap
P,Good Ap.
N,(Y)
N,Not.
N,Can't install.
N,Come on ... la
N,WECHAT.
P,Best nyer wechat nie setiap hari kena install !
N,Ish
P,i love wechat!
P,Nice.
N,So much.
P,Gr!
E,Very slow.
R,Need 100% Internet connection and bar signal on my sim.
N,Wechat.
P,I love it
N,Lots of problems.
B,Always can't send or receive messages.
P,love wecht.
N,tq for moving
N,Mast.
P,Good.
P,Coollll.
N,Change the design...and much improved your ap!?
P,The best.
P,I like
N,Still there's no report for message already delivered or not.
B,Please fix it.
B,"If you fix it, I give 5 star."
N,Tq.
P,Good.
N,Can't install !
P,:(5wordsSUCKS):.
R,This app needs more improvement.
N,lost my id aftr update wechat.
N,For 4.4.2 (kitkat).
E,Workin experience was awesome.
P,Worst app ever seen.
N,We chat.
P,I love wechat.
B,cannot log in (Google Nexus).
B,"I do not know why, but Wechat did not let me log in when I used my Google Nexus."
N,It kept asking me to verify my account.
N,Then it went back to the log-in interface after verifying my account.
N,I even got its message saying 'Verification successful' and 'Now you can use Wechat'!
P,It really sucks!
N,WTF?
N,Congratulation.
N,Tq for wechat
N,Nice!
P,Superbly cool!
P,Nice.
N,My Mi3.
P,I like this ap... 5-star for this.
N,Tanx Wechat ;-)
B,Can't log in....
P,Good ap.
N,J. j
E,At least beter than whatsap.
R,Just disapointed that it doesn't have desktoo version.
B,"For web version, everytime need to use cell phone scanning QR code to log in."
N,What if the phone has been lifted?
P,good.
N,Seriously?
N,IOS style?
B,"It's good but it keeps crashing.I don't know why.it's not functioning properly on my phone.please fix it.I really like this aps.andI always need to uninstallandinstall again,and it's so slow..."
N,faysal bal0ch.
N,Beats them all.
N,Skype + Facebook =  wechat
P,Good bhai.
N,Ok.
E,very nice aps and connecting people...
N,NO 1.
P,Best
N,Very atraction ap.
P,I like  this ap
P,Best app ever...
N,Wechat.
R,If moment can update a voice wechat is perfect :)
E,"Not bad at all,very useful and helpful."
N,Aple i 6.
N,Medium
N,Wow.
N,Balance geting cut inspite of everyday voice and video calls.
E,Pathetic System.
N,First i had to create a new id since my old one wasn't showing any balance.
N,"In the new id inspite of making voice and video calls, my balance is geting cut everyday."
P,very good.
P,nice
P,Liked it a lot.
E,Many new features with interesting UI.
N,It helped a lot in finding friends who i was looking for on various social networking aps.
E,very nice and improve a lot.
R,very nice but can please ad the function of show message read or unread?
E,this small function is very useful...
N,It's not good.
E,very slow.
N,download fail
N,Bejor.
N,Means jhkas
N,iznan5585.
N,shahmi
N,lyly.22.
N,ladyboy.08624'5734
P,Good.
N,I give a 5 star.
N,Because that's very and clearly doing workI like this aplication why I telling because you not download this aplication okay thanks bye
N,For new update.
P,It's kind of cool...I like it...
N,some hardly.
N,Yes.
N,Yes
N,??ios??.
N,Ku Ku !
P,Great ap.
N,**************************************************************************************************************************************************************************Star rated
N,Sheeyt.
B,I can't verified my number!
N,What should I do?
P,This is best app for chat guya.
N,Oklah.
N,Bangka.
P,Best.
E,very slow.
P,Just okay but I love it ?
N,Well.
N,For new version.
N,When i want to sign up.
N,it has to wait a long time.
B,it keep loading and loading.... suck....
N,Wechat.
N,Google
N,Suman sahu.
N,I am difrent
P,Nice.
P,Good.
N,Wow Good.
N,10:08
N,Boy
P,I love it!
P,I like it.
P,Ok.
P,Very good
E,Too much resource usage.
N,iOS????.
N,??????????Android design?????
R,Just make it more efficient u'll rock it.
P,Sucks.
P,Nice aps!
P,Sucks!
N,I just install WeChat but what the?
B,I can't open it but it keep saying force close!
B,please fix it and I'll give you 5 star!
N,Samsung galaxy grand neo.
B,Some time its difficult to make video calls just tryng to fix it...other wise it is a nice ap
N,We can chat everyday.
R,No response of feedback.
N,Wechat account.
N,My wechat account has been closed down... send email to suport team but no reply at all.
N,can do something abt it....
E,"hard to share, hard to config, no desktop version."
N,"never seen a wechat share buton on any us content, hard to share onto wechat."
E,config setings are not so intuitive to use.
R,Also why there's no Desktop version for wechat?
N,I have is installed it first time.
E,slow loading problem.
B,for some time it keep loading when i send message to my friends 4 almost 3 hours.When i log out and log in again it geting worse until i have to uninstall tis aplication.When i open back it return to normal but tat problem came back 4 a few mins.Please fix it and dun said its our phone problem bec even i shut down my phone the same problem occur again
N,Ea sata.
N,Ok
N,Hoho.
P,Good.
P,Good
N,So bad.
R,No notification for incoming chat.
N,Even I've turn the notification on.
N,Sony Xperia ZL.
P,Very2 good ap........!
P,And work very fine !
E,hard to follow.
P,Best ap.....
B,Good but.... I can't send music to my friend.
N,I know WeChat have voice recorder to send our voice to our friends.
N,But my friend want music.
E,RAM is the another issues.
R,Please update it with that function.
P,Good.
N,MANI kandan.
P,lovedit
N,Mabilis xa as in ala ng madaming kartihan bagi ka makapag register.
P,Good.
P,Good
P,liked.
N,Thanks
P,Like.
N,100%
P,I like it.
P,Good.
N,I hope this app installed.
E,Very useful and aweaome features!
P,I love this ap!
N,????Android design?.
N,I'm stress !
N,I don't really statisfied with wechat now.
N,Because this is my five times uninstall for it.
B,Why it can logout automatically?
N,I really don't understand.
N,"But, I still used it."
N,Because this app is quite importance for me.
N,Wechat.
P,I like chat
E,The call is lagy and slow please fix.
N,Thank you.
N,Wechat.
N,why did it roll back to ios style?
N,Bes.
N,Hebat
P,great.
P,good aps
P,Nice ap.
B,Cant ad people.
N,"Search use id wechst after 20 id,i can't ad or search any more."
B,juz searching eror --'
N,Almost there.
N,Just got the new one.
P,Like it!
E,Smooth less use ram.
P,Great !
E,Love all the games and stickers.
R,Hope there is more emojis.
E,And btw super slow !
B,Please fix it.
N,very good but does not install gast.
N,nigeria
P,Likee.
E,Updated version is very bad... Cant send messages.
N,D stickers ???? aps ?
N,Lineandwhat aps ??D
N,Ok lah sebab ramai guna.
P,Best game.
N,Be good.
N,This for
N,i.
N,Why message always cannot forward ?
N,Wtf.
N,No use.
P,Loved it.
N,Bed not suported my devices.
N,Besy.
N,Very
E,Slow as snail.
N,I'll give another star if this aplication fix.
P,Bullshit ap.
N,Never download remove it from play store
N,y. b
P,Is the best.
P,Like.
P,Good
E,"lag,slow to reload, favorite always lost some picture."
N,"when download again the ap, must the favorite picture will lost"
N,manish.
N,bouldak
P,Love it.
N,Wow.
P,It's amazing.
P,Good aplication.
P,Like it
N,Dhruv.
N,Mehta
E,This the awesome aplication it's works easy..... To make a video call friends and family.
N,Ok.
N,I'll try to use it.
N,But it is not much well.
N,System facing many problem
P,cool.
N,Is ok my me.
N,B????t ?
N,E!
E,Very easy and good way to ?
N,onnecT with WoRld...;-o_O
N,Verification code.
N,Y i didn't get the sms verification code?!
N,And i have to use phone call to get verification code but i'm too scared to answer it.... are you working with CIA?
P,Very good.
P,Good aps.
N,Why.
P,First I like this ap.
B,"When I update , it can't be open."
B,Please fix this.
P,Nice.....use it.
N,why always update.
P,Good.
P,Beter best
P,I love it.
P,Awesum ap.
P,Very good.
N,To make free contact
N,Henry Duru.
E,Lovely
R,No notification.
N,Ok.
N,Hi hi.
P,I love it
P,Good.
N,Wechat.
P,Like it wechat
P,Love it.
N,Patel Joy.
N,bast.
N,bast
N,Vikas chaudhary.
N,Vikas chaudhary
P,its nice but.
R,we chat is awesome but one option if ad people serch   how to find new frnds so i req to software maker please ad that option
N,Will I get my recharge done.
N,Faltu ap.
N,faltu app hai ye.
N,please don't instal it.
P,It's good for me.
P,like it.
P,Good.
N,ID-.
N,niksolehah13
N,Aplication unusable.
B,"Sometime unusable, I have to force stop and restart weechat again only able to receive new update and send message"
N,For new version.
B,"Their is problem in we chat every time.I have to installed every time New we chat with in a few days.message are not sending properly,it's show eror.please fixed it my problem asap."
N,Upgrade.
R,"I would like to sugest wechat do have "" Last seen online "" ... I will satisfied with that ."
N,Thank you .
N,Regarding talktime.
N,You want to give more offer regarding talktime.more Money also it will atract many people.
P,Good.
N,besenben.
N,says
N,Tak bagus langsung setelah di kemaskini.
N,Mak.
N,Lain
P,Awesome.
E,But litle bit slow.
P,It's awesome
P,I LOVE WECHAT--ADD MY ID SYAHAZ99.
P,Awesome app Really FUNNN
P,Brilliant aps.
E,Slow as HELL.
E,Ridiculously slow.
N,Every time i i open the ap.
N,Takes like 5 mins to do so.
P,Superb.
P,Gd.
P,Nice
N,Hang.
E,Sometime this app hanging and slow...Heavy to much.
N,why came back to ios style?
P,Nice.
P,Nice
P,Awesome.
E,Like the look and feel
P,Nice.
E,So simple
P,Good.
E,Easy.
E,Easy to use.
N,Ok.
N,Ok
E,Slow line but me enjoy.
P,Very nice!
E,I love the Moments.
P,Nice one loved it.
P,Good.
P,Good
P,too bad.
P,Super.
P,I like it.
P,not bad haha .
N,We chat.
P,Cool
N,ok.
E,Loading takes forever.
B,"When I open we chat , it just stuck in the loading screen forever."
N,I must clear the data to use the app every time.
B,Please fix :)
N,It not ok also.
P,Love it.
N,My account can play for a  few days .
B,i can't receive my friend massage and can't even log in.
E,Easy To Me.
E,Easy To Me Chat My Friend
E,Cosume lots of memory.
R,You need to improve this.
E,It consume 150 mb ram which is too much
P,Nice.
P,Good
E,easy.
P,good
P,Good.
P,Like
P,Good.
P,Good
N,Plz.
N,do not download this
N,Hi you.
P,Super
N,I start to hate wechat.
B,Cant even receive or sending messages out now.
N,T. Mast
N,Bad.
R,Disabling options delete contact.
N,I can't delete contact from my WC.
N,Where is that option go?
E,So annoying.
N,(-_-).
B,Fix it ASAP.
P,good.
N,Ok ok.
P,I ts cool app i like it.
N,Kunwar singh
N,N?ce ap.
R,i want the old wechat version.
N,not working.
N,not working
P,Nice.
P,Good
B,Cnt dwnload.
N,Make a new frend.
P,Super best.
P,I loved it so much
N,Privacy.
N,Why you need to access my photos.
N,contact .
N,and personal info and ...etc. seems to be now days all social aps is all about big conspiracy and spying on people.
R,Need to be atention!
N,It will be uninstall if my phone if shuting down.
E,and its very low speed.
N,I hape you will fix it immediately.
N,Terbaik punya.
P,Love.
P,Like
N,Eden.
P,Really goods
N,Why it is mentioned that charges may aply.
N,My friends didn't get a video call from me and my bro didn't got a call even we were using 3G and were online.
N,I think 1 star is more for you but this was the least for the least developer.
N,My friend is using 5.4 version and the good news that it is not available for me in play store and we live nearby and still updates are not available.
N,Flop we chat go hell you bloody developers.
P,Gorguss ap.
N,N.
P,Xllent ap.
N,Than Q for such a nice ap
N,WeChat.
N,resport aps
P,Good.
P,Nice
P,Finee.
N,Wow
P,good.
P,nice
P,Good.
P,Good.
N,We chat.
P,Awesome
N,Wechat.
E,Good social
N,Mitesh.
N,good app for calls.
N,Hopeless.
P,Awsum.
E,I just loved d service and stickers too
N,Sad.
